"Weather_Condition","Road_Type","Road_Condition","Time_of_Day","Traffic_Density","Speed_Limit","Visibility","Acceleration_Events","Braking_Events","Steering_Input","Driver_Fatigue_Level","Distraction_Events","Speed","Lane_Departure_Events","Adaptive_Cruise_Control_Activation","Driver_Age","Driving_Experience","Vehicle_Type","Vehicle_Age","Accident_Occurrence","Near_Miss_Events","Intervention_Needed","Intervention_Level"
"Clear","Highway","Wet","Morning",2,30,798,7,10,-5,7,4,81.71821853,2,0,47,23,"Sedan",0,0,0,"Yes","Mild"
"Heavy Rain","Urban Road","Wet","Afternoon",1,50,656,8,11,-4,8,4,76.96514039,1,0,54,39,"Truck",7,0,0,"No","No"
"Heavy Rain","Highway","Wet","Morning",3,110,425,6,8,3,5,3,85.39696696,0,1,27,13,"SUV",15,1,2,"No","No"
"Rain","Rural Road","Dry","Afternoon",3,40,402,8,12,9,9,3,99.1912716,2,0,52,8,"Truck",13,0,0,"No","No"
"Rain","Highway","Wet","Night",1,30,361,1,5,3,3,1,67.48882863,2,1,46,20,"Truck",1,1,2,"No","No"
"Heavy Rain","Urban Road","Wet","Afternoon",1,60,696,9,2,2,2,6,54.64494736,3,1,21,11,"SUV",7,0,0,"No","No"
"Clear","Urban Road","Wet","Night",2,90,75,1,1,5,8,4,79.35882633,0,1,29,27,"SUV",8,0,0,"Yes","Strong"
"Heavy Rain","Rural Road","Dry","Night",3,60,518,8,10,6,2,5,60.10859406,0,1,63,2,"SUV",11,0,0,"No","No"
"Rain","Highway","Wet","Morning",1,90,923,9,10,11,3,1,67.16086475,2,1,70,14,"Truck",4,0,0,"No","No"
"Clear","Rural Road","Dry","Morning",3,70,889,9,10,0,9,5,67.54623023,2,1,31,19,"Sedan",3,0,0,"Yes","Mild"
"Heavy Rain","Highway","Dry","Evening",1,40,464,5,7,12,8,1,115.0487671,2,1,39,25,"Truck",2,0,0,"Yes","Mild"
"Rain","Rural Road","Dry","Morning",3,50,243,10,7,8,2,2,65.29995475,1,1,39,18,"Truck",6,0,0,"No","No"
"Rain","Highway","Wet","Evening",2,90,715,7,6,-7,7,1,80.40348436,2,1,43,25,"Truck",10,0,0,"No","No"
"Heavy Rain","Urban Road","Wet","Night",1,110,162,5,5,-4,7,1,55.83484735,3,0,18,18,"Truck",9,1,3,"Yes","Mild"
"Clear","Urban Road","Wet","Afternoon",1,110,313,10,4,-2,10,3,48.56096118,3,0,28,19,"Truck",13,0,0,"Yes","Mild"
"Heavy Rain","Urban Road","Wet","Evening",2,110,195,6,3,9,1,0,78.45635855,1,1,64,14,"SUV",12,1,1,"No","No"
"Clear","Rural Road","Wet","Afternoon",1,90,715,9,3,-5,3,3,100.3559193,0,0,18,40,"Sedan",15,1,2,"No","No"
"Rain","Urban Road","Dry","Night",1,120,663,7,10,8,6,1,81.86014079,3,0,70,30,"Truck",5,0,0,"No","No"
"Clear","Urban Road","Dry","Night",2,100,320,1,5,6,0,0,51.28736679,0,1,45,10,"Sedan",6,0,0,"No","No"
"Clear","Urban Road","Dry","Afternoon",1,100,415,7,8,-3,2,5,51.7080504,1,0,34,13,"Sedan",10,0,0,"No","No"
"Clear","Rural Road","Wet","Morning",2,60,702,5,0,4,6,4,83.42935082,0,1,18,4,"Sedan",10,0,0,"No","No"
"Clear","Rural Road","Wet","Evening",2,80,879,7,1,6,10,0,68.36055125,2,0,20,15,"Sedan",14,1,1,"Yes","Mild"
"Clear","Highway","Wet","Morning",3,90,435,5,4,5,10,1,84.11037117,1,0,63,5,"Truck",1,1,3,"Yes","Mild"
"Rain","Urban Road","Wet","Night",3,110,85,0,3,-7,3,4,67.48169076,4,0,39,16,"Truck",8,0,0,"No","No"
"Heavy Rain","Urban Road","Wet","Morning",2,70,773,9,10,-3,7,2,71.64976716,2,0,20,15,"Sedan",3,1,2,"No","No"
"Rain","Rural Road","Dry","Evening",3,70,116,5,3,8,6,1,63.35090882,3,0,24,3,"Sedan",13,0,0,"Yes","Strong"
"Rain","Urban Road","Wet","Night",2,90,750,0,1,4,7,0,68.61642326,3,1,36,27,"Truck",1,0,0,"No","No"
"Rain","Highway","Wet","Night",2,60,200,0,1,-8,2,2,89.79972423,2,1,63,20,"Truck",5,0,0,"No","No"
"Clear","Highway","Dry","Afternoon",2,40,760,2,6,5,9,4,54.67665458,0,0,29,20,"Sedan",1,0,0,"Yes","Mild"
"Clear","Rural Road","Dry","Night",3,40,376,4,2,-1,5,2,62.69470998,1,1,32,23,"Sedan",13,0,0,"No","No"
"Heavy Rain","Urban Road","Dry","Morning",3,90,540,8,3,-8,5,4,88.41388771,1,0,26,17,"Sedan",14,0,0,"No","No"
"Rain","Highway","Dry","Afternoon",1,40,743,1,5,-2,6,2,75.58083061,1,1,42,34,"Truck",8,1,1,"No","No"
"Heavy Rain","Highway","Dry","Night",2,40,910,8,9,5,6,2,88.23082673,0,0,25,1,"Sedan",7,0,0,"No","No"
"Heavy Rain","Rural Road","Dry","Night",1,100,487,5,4,-2,5,4,72.3626102,0,1,29,8,"Sedan",6,1,5,"No","No"
"Rain","Rural Road","Dry","Night",2,100,356,7,0,4,3,3,90.85838361,0,0,59,12,"Sedan",9,1,5,"No","No"
"Clear","Highway","Wet","Afternoon",3,110,626,6,0,6,9,4,74.06298356,2,0,56,1,"SUV",7,0,0,"Yes","Mild"
"Clear","Highway","Wet","Night",2,60,263,7,3,1,7,5,89.03603704,1,1,44,17,"Truck",1,0,0,"Yes","Strong"
"Rain","Rural Road","Wet","Evening",3,110,231,8,8,7,0,2,59.98040052,2,1,66,1,"Sedan",13,1,5,"No","No"
"Rain","Urban Road","Wet","Evening",2,120,989,5,1,0,3,5,12.28830033,0,0,18,18,"Sedan",4,1,5,"No","No"
"Heavy Rain","Urban Road","Wet","Evening",2,70,709,5,6,1,9,3,55.57891906,3,0,35,16,"Sedan",0,0,0,"Yes","Strong"
"Clear","Urban Road","Dry","Morning",1,120,298,0,9,-4,1,0,75.85324786,1,1,49,34,"Truck",2,0,0,"No","No"
"Rain","Rural Road","Wet","Evening",1,80,542,4,3,-10,6,5,71.73963027,0,1,52,22,"Sedan",4,0,0,"No","No"
"Clear","Highway","Wet","Evening",2,100,650,7,8,0,6,2,98.98713747,3,0,70,16,"Sedan",11,1,1,"No","No"
"Rain","Highway","Dry","Evening",2,40,225,9,4,1,6,3,99.69878768,4,1,39,1,"Truck",7,1,4,"Yes","Strong"
"Heavy Rain","Rural Road","Wet","Afternoon",2,90,307,1,1,0,8,5,59.12858857,1,0,37,21,"Sedan",14,0,0,"Yes","Strong"
"Clear","Highway","Wet","Evening",2,70,171,3,10,-2,4,4,53.87884185,1,1,27,14,"SUV",0,1,3,"No","No"
"Heavy Rain","Rural Road","Wet","Morning",2,80,865,0,10,8,10,2,66.16847369,3,1,44,8,"SUV",14,1,3,"Yes","Strong"
"Rain","Rural Road","Wet","Evening",3,40,928,3,1,4,4,0,64.01094053,0,0,44,11,"SUV",14,1,4,"No","No"
"Rain","Urban Road","Wet","Morning",1,40,261,5,2,6,0,5,84.14192795,2,1,31,15,"Truck",2,1,5,"No","No"
"Heavy Rain","Rural Road","Wet","Afternoon",3,80,606,5,8,3,0,3,44.95785905,3,0,34,28,"SUV",7,0,0,"No","No"
"Clear","Urban Road","Wet","Night",3,50,477,0,1,-2,9,0,48.29664815,1,1,41,17,"Sedan",5,0,0,"Yes","Strong"
"Rain","Rural Road","Dry","Morning",2,100,132,0,10,-5,2,2,75.66736937,2,1,28,12,"SUV",0,0,0,"No","No"
"Clear","Rural Road","Wet","Afternoon",3,40,759,6,7,4,1,1,56.90129075,0,1,54,9,"Sedan",0,0,0,"No","No"
"Rain","Highway","Dry","Night",1,50,610,0,1,5,2,5,84.75887049,3,1,43,10,"Truck",1,0,0,"No","No"
"Rain","Highway","Wet","Evening",3,40,720,1,0,-5,6,2,67.40460577,0,1,24,10,"Sedan",11,0,0,"No","No"
"Heavy Rain","Rural Road","Wet","Morning",2,70,809,4,1,9,6,4,83.7421056,0,1,37,10,"SUV",9,0,0,"Yes","Mild"
"Rain","Urban Road","Wet","Afternoon",2,30,436,10,5,-6,1,4,65.53913801,2,1,40,22,"SUV",8,0,0,"No","No"
"Heavy Rain","Rural Road","Dry","Afternoon",2,100,743,0,2,-4,0,3,76.89115018,1,0,40,32,"SUV",13,1,0,"No","No"
"Heavy Rain","Rural Road","Wet","Afternoon",1,70,242,8,11,1,7,5,105.8522336,0,1,30,4,"Truck",15,0,0,"No","No"
"Rain","Rural Road","Wet","Morning",3,80,901,4,8,12,5,5,74.92367226,3,0,18,16,"Truck",4,1,4,"No","No"
"Heavy Rain","Highway","Wet","Morning",3,70,160,3,7,8,2,4,88.95700058,0,1,18,11,"Truck",5,0,0,"No","No"
"Clear","Highway","Wet","Night",2,40,229,0,6,-4,10,0,91.36943806,0,0,34,20,"Truck",0,1,1,"Yes","Mild"
"Clear","Urban Road","Wet","Evening",1,70,436,6,0,-4,0,3,72.06525839,1,0,57,10,"Truck",3,0,0,"No","No"
"Rain","Rural Road","Dry","Morning",1,50,456,1,4,6,3,0,108.1317124,2,1,65,29,"SUV",0,0,0,"No","No"
"Rain","Highway","Dry","Morning",2,90,206,5,3,10,6,0,91.9237688,2,0,70,16,"Truck",3,0,0,"No","No"
"Heavy Rain","Urban Road","Wet","Evening",1,120,515,4,10,4,2,1,84.54951891,3,1,40,16,"Truck",10,1,2,"No","No"
"Heavy Rain","Urban Road","Wet","Afternoon",2,60,814,7,8,6,8,3,100.9618077,2,0,31,25,"SUV",8,0,0,"Yes","Mild"
"Heavy Rain","Highway","Wet","Night",1,110,150,3,7,3,6,2,66.02215321,0,0,42,37,"SUV",9,1,6,"No","No"
"Rain","Highway","Wet","Morning",2,30,441,10,6,6,7,5,62.09179126,1,1,31,22,"Sedan",14,0,0,"No","No"
"Rain","Rural Road","Wet","Night",2,100,153,8,4,2,3,3,93.51820281,1,0,27,6,"SUV",10,1,6,"No","No"
"Clear","Urban Road","Wet","Afternoon",3,100,631,1,8,6,8,2,72.69909517,3,0,38,11,"SUV",6,1,4,"Yes","Strong"
"Rain","Urban Road","Wet","Evening",1,100,404,10,8,-4,6,4,56.36116389,1,1,53,10,"Sedan",14,0,0,"No","No"
"Rain","Highway","Wet","Morning",3,90,483,5,0,-8,0,2,52.42233002,2,0,65,9,"SUV",14,0,0,"No","No"
"Clear","Rural Road","Wet","Morning",1,50,202,6,3,4,9,2,49.5528398,2,1,70,24,"Sedan",7,1,3,"Yes","Mild"
"Rain","Rural Road","Dry","Afternoon",3,60,427,4,10,9,3,0,73.27554794,3,1,18,12,"Sedan",9,1,1,"No","No"
"Rain","Highway","Wet","Night",2,30,623,0,11,-1,7,0,79.81672756,1,1,29,3,"Truck",8,0,0,"No","No"
"Heavy Rain","Highway","Dry","Afternoon",3,80,424,2,9,8,5,1,65.58781038,1,0,18,23,"Truck",13,1,2,"No","No"
"Clear","Highway","Dry","Night",3,60,198,9,0,-6,7,4,42.4853708,0,1,35,23,"Truck",3,1,4,"Yes","Mild"
"Clear","Highway","Wet","Morning",3,80,889,5,6,8,9,5,41.57770549,3,0,46,6,"Truck",14,0,0,"Yes","Mild"
"Clear","Urban Road","Dry","Afternoon",2,40,624,0,2,9,2,2,58.55626562,3,1,44,6,"SUV",15,0,0,"No","No"
"Rain","Urban Road","Wet","Evening",1,110,804,5,3,2,3,5,58.68750702,1,1,45,12,"Truck",11,0,0,"No","No"
"Heavy Rain","Urban Road","Dry","Morning",3,70,186,4,9,-6,2,3,54.29942199,1,1,53,10,"Sedan",0,0,0,"No","No"
"Rain","Highway","Dry","Morning",2,80,894,1,9,12,10,3,47.03498572,4,1,38,16,"Truck",6,0,0,"Yes","Strong"
"Rain","Highway","Wet","Evening",2,60,72,9,7,-10,8,1,69.41403162,0,0,43,14,"Sedan",15,1,3,"Yes","Mild"
"Rain","Highway","Dry","Morning",3,80,498,2,8,-4,10,2,52.32958652,1,1,25,16,"Truck",1,0,0,"Yes","Mild"
"Clear","Highway","Dry","Morning",1,40,672,8,4,10,5,5,89.1792795,1,1,29,21,"SUV",11,0,0,"No","No"
"Rain","Highway","Wet","Night",1,80,362,6,1,4,8,1,77.57845606,4,1,39,14,"Truck",6,0,0,"Yes","Strong"
"Clear","Rural Road","Wet","Afternoon",2,90,247,5,10,4,10,1,78.44048077,2,0,40,4,"Truck",1,1,2,"Yes","Strong"
"Heavy Rain","Urban Road","Dry","Afternoon",3,80,332,0,0,2,4,2,61.44943469,3,0,26,23,"Sedan",9,0,0,"No","No"
"Heavy Rain","Urban Road","Wet","Evening",2,70,467,7,6,2,8,5,51.44850993,2,0,52,25,"Sedan",0,0,0,"Yes","Strong"
"Rain","Urban Road","Dry","Night",2,120,347,4,3,-2,6,3,86.71618028,3,0,41,9,"Sedan",12,0,0,"No","No"
"Clear","Highway","Dry","Morning",1,60,311,10,3,-3,4,5,77.34483464,1,0,32,21,"SUV",2,0,0,"No","No"
"Heavy Rain","Rural Road","Wet","Night",2,70,273,0,3,9,8,4,83.91491354,0,1,48,16,"SUV",5,0,0,"Yes","Mild"
"Rain","Urban Road","Wet","Evening",3,60,902,2,7,8,5,0,78.71375051,4,1,59,8,"Truck",10,1,3,"No","No"
"Rain","Rural Road","Wet","Night",3,40,500,9,7,9,9,4,33.77375868,1,1,50,8,"Sedan",14,0,0,"Yes","Mild"
"Heavy Rain","Urban Road","Wet","Morning",1,120,784,2,10,3,9,6,67.50420862,2,1,67,26,"SUV",15,1,2,"Yes","Mild"
"Clear","Rural Road","Wet","Afternoon",2,70,481,9,15,6,6,1,71.52222192,3,1,28,21,"Truck",10,1,8,"No","No"
"Rain","Rural Road","Dry","Night",3,40,897,1,3,-5,2,0,72.0173909,3,0,51,12,"SUV",4,0,0,"No","No"
"Rain","Rural Road","Wet","Night",1,80,109,8,5,-1,9,4,40.21179216,0,0,30,8,"Truck",0,0,0,"Yes","Mild"
"Clear","Rural Road","Wet","Night",1,100,714,1,2,10,6,5,70.46114656,3,1,48,22,"Sedan",10,0,0,"No","No"
"Heavy Rain","Highway","Dry","Morning",1,110,153,6,0,5,3,1,78.84563745,1,1,60,1,"Truck",7,1,6,"No","No"
"Heavy Rain","Rural Road","Wet","Evening",1,40,365,8,7,0,0,5,67.6233758,2,1,68,1,"SUV",4,0,0,"No","No"
"Clear","Highway","Dry","Morning",1,80,163,0,5,-3,7,3,98.91956486,3,1,43,1,"Truck",9,0,0,"Yes","Strong"
"Heavy Rain","Highway","Dry","Evening",1,40,749,4,1,-4,2,2,60.83646289,3,0,44,13,"Truck",13,0,0,"No","No"
"Clear","Rural Road","Dry","Morning",3,120,590,0,0,-1,1,3,47.93941093,3,0,19,17,"Sedan",0,0,0,"No","No"
"Heavy Rain","Highway","Dry","Night",1,40,764,2,1,2,9,5,79.07532365,1,0,48,3,"Truck",12,1,3,"Yes","Mild"
"Heavy Rain","Highway","Dry","Evening",1,100,472,7,9,-8,10,3,78.18860289,1,0,46,1,"Truck",0,0,0,"Yes","Mild"
"Heavy Rain","Urban Road","Dry","Afternoon",2,50,207,4,5,0,1,5,85.76927136,2,0,32,8,"SUV",3,0,0,"No","No"
"Rain","Rural Road","Wet","Evening",3,90,88,3,10,1,9,1,89.46007837,1,1,58,15,"Sedan",10,0,0,"Yes","Strong"
"Rain","Rural Road","Wet","Afternoon",3,120,95,4,9,-2,7,3,76.77289578,0,0,37,8,"Sedan",0,1,5,"Yes","Mild"
"Clear","Highway","Wet","Evening",1,120,739,8,1,-3,9,2,61.98338191,1,1,42,16,"Sedan",5,0,0,"Yes","Mild"
"Heavy Rain","Urban Road","Dry","Night",1,80,98,9,0,0,8,0,75.04059185,2,0,55,21,"SUV",7,0,0,"Yes","Mild"
"Rain","Highway","Dry","Morning",1,110,779,10,7,-2,2,4,98.84984265,1,1,22,14,"SUV",5,1,2,"No","No"
"Heavy Rain","Urban Road","Wet","Afternoon",2,110,104,7,5,4,4,1,55.16223676,3,0,59,25,"Truck",0,0,0,"No","No"
"Heavy Rain","Urban Road","Wet","Evening",1,120,532,2,5,-6,6,3,63.94644138,4,1,48,31,"Truck",7,1,1,"No","No"
"Heavy Rain","Urban Road","Dry","Afternoon",2,70,549,6,8,0,5,5,90.99050734,1,0,32,39,"SUV",11,0,0,"No","No"
"Heavy Rain","Urban Road","Dry","Night",1,100,407,9,4,9,10,3,88.9396113,1,0,18,12,"Truck",0,1,0,"Yes","Mild"
"Rain","Urban Road","Dry","Morning",2,80,888,0,1,2,1,3,68.22126895,2,1,32,11,"SUV",13,1,2,"No","No"
"Rain","Rural Road","Wet","Afternoon",3,110,529,10,10,13,10,4,56.81562977,4,1,59,7,"Truck",12,0,0,"Yes","Strong"
"Rain","Rural Road","Wet","Night",2,40,442,1,12,-2,5,1,77.72929496,0,1,41,8,"Truck",10,0,0,"No","No"
"Clear","Urban Road","Dry","Afternoon",3,40,137,2,4,-3,2,2,94.95115048,3,1,35,7,"Truck",11,0,0,"No","No"
"Rain","Urban Road","Wet","Afternoon",3,60,819,0,0,8,2,1,73.53765282,0,0,26,10,"SUV",5,0,0,"No","No"
"Clear","Highway","Wet","Morning",2,30,716,2,7,-4,2,1,87.15244614,3,1,70,25,"Sedan",0,0,0,"No","No"
"Rain","Urban Road","Dry","Morning",1,90,587,5,6,4,6,0,78.89352099,1,1,39,22,"Truck",14,0,0,"No","No"
"Heavy Rain","Rural Road","Wet","Morning",1,40,327,3,8,6,3,3,99.12250726,3,0,44,23,"Truck",2,1,3,"No","No"
"Rain","Highway","Dry","Morning",1,30,616,1,3,-10,10,3,63.68335825,0,0,65,35,"Sedan",14,1,2,"Yes","Mild"
"Clear","Highway","Dry","Night",1,80,227,7,7,-5,8,4,58.63562913,3,1,56,12,"SUV",14,1,4,"Yes","Strong"
"Clear","Urban Road","Dry","Morning",2,100,401,5,1,7,5,5,98.24020558,3,0,53,11,"SUV",4,0,0,"No","No"
"Heavy Rain","Rural Road","Dry","Evening",3,90,437,8,3,5,3,1,66.29767417,1,1,55,20,"SUV",6,0,0,"No","No"
"Clear","Rural Road","Wet","Evening",1,80,382,1,4,-8,2,0,84.83917356,0,1,42,18,"SUV",12,0,0,"No","No"
"Clear","Rural Road","Dry","Morning",1,90,729,5,0,-2,10,1,74.30431925,1,1,40,24,"SUV",13,0,0,"Yes","Mild"
"Rain","Highway","Dry","Night",2,60,973,8,1,9,1,3,68.7320225,3,1,53,28,"SUV",6,0,0,"No","No"
"Heavy Rain","Highway","Dry","Afternoon",3,60,196,6,8,0,4,3,89.04521572,3,0,46,24,"Truck",12,0,0,"No","No"
"Heavy Rain","Rural Road","Dry","Night",2,70,80,6,3,1,4,5,71.46456738,3,0,44,14,"Truck",10,0,0,"No","No"
"Heavy Rain","Rural Road","Dry","Evening",2,120,909,8,0,10,5,2,35.75649968,3,1,22,15,"SUV",1,1,3,"No","No"
"Clear","Highway","Dry","Night",3,110,689,2,9,2,5,0,59.83141348,1,1,31,14,"Sedan",13,0,0,"No","No"
"Rain","Highway","Dry","Afternoon",2,70,344,1,6,8,1,2,51.39262767,1,0,18,16,"Truck",15,0,0,"No","No"
"Rain","Highway","Dry","Afternoon",3,70,865,4,6,2,1,0,71.46561954,1,0,34,3,"Truck",6,0,0,"No","No"
"Clear","Urban Road","Dry","Afternoon",3,80,473,7,8,-4,4,2,70.63559376,3,0,35,16,"Truck",6,0,0,"No","No"
"Rain","Rural Road","Wet","Night",1,40,306,7,4,-8,6,6,83.07112869,3,0,30,27,"Truck",3,0,0,"No","No"
"Clear","Rural Road","Wet","Afternoon",2,50,773,2,2,-9,10,0,35.15686095,0,0,18,25,"Sedan",4,0,0,"Yes","Mild"
"Heavy Rain","Rural Road","Wet","Morning",1,70,588,9,9,-5,10,2,70.27111746,2,1,42,35,"Truck",11,0,0,"Yes","Strong"
"Heavy Rain","Highway","Wet","Evening",3,80,398,4,9,-1,9,5,72.17330021,2,1,59,23,"Sedan",10,1,1,"Yes","Mild"
"Clear","Rural Road","Dry","Evening",1,50,392,0,2,10,0,4,87.13287743,0,1,22,13,"Sedan",1,1,2,"No","No"
"Heavy Rain","Rural Road","Dry","Night",3,50,215,8,9,-4,8,3,53.42675583,2,1,37,14,"Truck",8,1,1,"Yes","Strong"
"Heavy Rain","Urban Road","Dry","Morning",1,90,126,6,0,-1,10,0,40.24807789,1,0,31,36,"SUV",11,0,0,"Yes","Mild"
"Rain","Highway","Wet","Morning",1,50,180,4,5,2,6,2,48.93654652,1,1,21,8,"Truck",9,1,4,"No","No"
"Rain","Rural Road","Wet","Morning",3,60,463,1,2,-8,6,0,76.60120927,3,0,23,1,"SUV",8,1,4,"No","No"
"Rain","Highway","Wet","Afternoon",1,70,871,7,0,6,8,2,67.91146406,3,0,47,20,"SUV",2,0,0,"Yes","Strong"
"Clear","Highway","Wet","Afternoon",1,80,669,10,0,2,3,5,108.9565095,1,0,61,1,"SUV",3,1,5,"No","No"
"Rain","Urban Road","Wet","Afternoon",1,90,374,7,9,12,8,1,111.6364501,4,0,27,17,"Truck",13,0,0,"Yes","Strong"
"Rain","Rural Road","Wet","Evening",1,50,167,6,8,-3,8,0,52.23914092,1,1,55,2,"SUV",12,0,0,"Yes","Mild"
"Rain","Highway","Wet","Evening",1,40,536,3,5,-4,7,1,60.41607566,3,0,50,2,"SUV",0,1,2,"No","No"
"Heavy Rain","Highway","Wet","Night",1,100,391,2,5,1,4,3,72.03099735,2,1,51,11,"SUV",12,0,0,"No","No"
"Clear","Urban Road","Wet","Afternoon",1,60,494,8,8,6,1,4,92.69915019,3,1,69,10,"SUV",0,0,0,"No","No"
"Heavy Rain","Highway","Wet","Morning",1,60,423,8,10,8,10,0,89.67666965,1,1,38,17,"Truck",3,1,4,"Yes","Mild"
"Rain","Highway","Dry","Afternoon",2,80,967,2,1,-10,9,2,93.353251,3,0,50,10,"Sedan",8,0,0,"Yes","Strong"
"Rain","Rural Road","Dry","Morning",1,50,549,4,3,-1,5,3,113.5977372,1,1,50,26,"Sedan",15,0,0,"No","No"
"Rain","Urban Road","Dry","Morning",2,60,182,10,1,-10,2,1,61.69150812,0,1,34,22,"Sedan",1,1,2,"No","No"
"Rain","Urban Road","Dry","Morning",3,30,789,4,10,9,7,3,114.2249027,1,0,65,23,"Sedan",10,0,0,"Yes","Mild"
"Rain","Highway","Dry","Afternoon",1,60,188,7,8,-6,2,2,77.54257843,2,1,48,8,"Sedan",2,1,0,"No","No"
"Clear","Rural Road","Dry","Afternoon",1,50,558,2,2,9,7,1,76.90792885,1,0,19,31,"Truck",15,1,3,"No","No"
"Heavy Rain","Rural Road","Wet","Afternoon",1,100,827,2,5,-7,0,2,70.51094972,0,1,18,29,"Sedan",12,0,0,"No","No"
"Clear","Highway","Dry","Evening",3,40,990,4,3,-4,5,4,77.28775822,1,1,22,17,"SUV",3,0,0,"No","No"
"Clear","Rural Road","Dry","Night",2,80,434,6,5,2,9,2,64.35188138,0,1,58,14,"SUV",9,0,0,"Yes","Strong"
"Rain","Rural Road","Wet","Morning",1,120,337,4,6,1,0,2,53.48782797,0,1,53,35,"Sedan",4,0,0,"No","No"
"Rain","Urban Road","Dry","Morning",3,80,267,6,6,-4,5,2,57.80466886,2,1,31,6,"Sedan",0,1,3,"No","No"
"Heavy Rain","Highway","Wet","Morning",2,40,741,10,9,12,5,3,67.1243452,1,1,37,25,"Truck",11,0,0,"No","No"
"Heavy Rain","Highway","Wet","Evening",2,120,642,4,6,-4,2,5,63.26856707,3,0,28,19,"SUV",15,0,0,"No","No"
"Heavy Rain","Highway","Wet","Morning",3,110,510,5,5,-7,4,0,68.16814493,1,0,30,14,"SUV",0,0,0,"No","No"
"Heavy Rain","Highway","Dry","Morning",3,50,255,1,8,0,9,6,83.71517307,1,1,26,9,"Truck",5,0,0,"Yes","Mild"
"Heavy Rain","Rural Road","Wet","Morning",3,90,202,4,8,-2,4,2,70.72524509,3,1,29,16,"Sedan",5,0,0,"No","No"
"Rain","Rural Road","Wet","Evening",2,110,977,1,2,0,10,3,33.05978149,1,0,42,13,"SUV",10,0,0,"Yes","Mild"
"Clear","Highway","Dry","Evening",2,100,765,6,10,13,7,4,71.39311161,4,1,52,5,"Truck",15,1,1,"No","No"
"Heavy Rain","Urban Road","Dry","Afternoon",2,80,910,4,4,-9,10,0,116.9111002,1,1,59,15,"SUV",15,0,0,"Yes","Strong"
"Rain","Highway","Wet","Evening",1,60,406,3,4,-3,2,6,59.23438974,0,0,30,11,"SUV",4,0,0,"No","No"
"Heavy Rain","Urban Road","Wet","Afternoon",1,70,447,7,0,4,6,3,69.96051602,2,1,46,7,"Sedan",2,1,2,"No","No"
"Clear","Rural Road","Dry","Night",2,90,716,0,9,8,8,2,61.73019124,1,0,28,1,"Truck",0,0,0,"Yes","Mild"
"Rain","Highway","Wet","Evening",3,40,479,2,11,-2,8,0,51.58342263,0,0,47,28,"Truck",5,0,0,"Yes","Strong"
"Rain","Highway","Wet","Evening",2,60,806,8,9,0,1,6,66.77346326,1,0,24,13,"Truck",5,0,0,"No","No"
"Heavy Rain","Urban Road","Wet","Night",1,50,954,9,4,-3,6,4,91.42022416,2,1,54,25,"Sedan",7,1,1,"No","No"
"Heavy Rain","Highway","Dry","Afternoon",2,100,723,3,11,-6,9,3,41.66621498,2,1,51,22,"Truck",0,0,0,"No","No"
"Clear","Urban Road","Wet","Morning",2,120,302,3,4,-9,10,3,84.39488335,1,0,66,19,"SUV",2,1,3,"Yes","Mild"
"Heavy Rain","Highway","Dry","Morning",2,40,175,8,7,11,7,4,62.7443138,3,0,18,16,"Truck",1,0,0,"No","No"
"Clear","Urban Road","Dry","Night",1,70,80,3,3,3,6,2,40.48926396,0,0,37,28,"Sedan",7,0,0,"No","No"
"Rain","Urban Road","Dry","Afternoon",2,30,872,4,2,-4,1,0,76.02418504,3,1,29,17,"Sedan",3,0,0,"No","No"
"Heavy Rain","Urban Road","Wet","Night",1,100,84,5,4,-9,0,3,76.52003329,2,0,43,32,"SUV",6,0,0,"No","No"
"Clear","Rural Road","Wet","Morning",1,40,601,2,4,-5,10,0,112.9767772,0,1,62,18,"Sedan",5,1,4,"Yes","Strong"
"Rain","Urban Road","Wet","Morning",3,70,93,10,5,2,1,3,39.12954423,0,1,39,12,"Sedan",0,0,0,"No","No"
"Rain","Urban Road","Wet","Morning",2,100,102,5,2,-1,7,0,50.09476729,1,0,63,25,"SUV",8,1,4,"No","No"
"Clear","Highway","Wet","Evening",3,90,790,6,4,-4,9,5,80.61998832,4,0,34,25,"Truck",8,0,0,"Yes","Strong"
"Clear","Highway","Dry","Night",3,120,580,4,4,3,2,4,49.22757309,0,0,25,22,"SUV",9,0,0,"No","No"
"Clear","Urban Road","Wet","Night",1,90,150,3,0,2,10,1,0.715108221,1,0,42,5,"Truck",14,0,0,"Yes","Mild"
"Heavy Rain","Highway","Dry","Morning",1,50,391,2,6,-4,2,4,64.13633772,2,1,49,2,"Sedan",2,1,3,"No","No"
"Clear","Rural Road","Wet","Evening",3,100,209,0,7,1,5,5,83.29932965,3,0,39,15,"SUV",9,0,0,"No","No"
"Clear","Highway","Wet","Afternoon",3,90,708,3,4,-7,7,4,57.09480126,2,1,18,15,"Sedan",0,1,1,"No","No"
"Clear","Urban Road","Dry","Night",3,80,620,3,1,0,8,3,62.78615463,1,0,60,3,"Sedan",12,1,0,"Yes","Mild"
"Heavy Rain","Urban Road","Wet","Afternoon",2,30,731,0,5,-8,1,3,57.85079492,0,0,36,1,"SUV",12,1,2,"No","No"
"Rain","Highway","Dry","Night",3,50,360,1,8,8,3,2,55.21344345,0,1,26,12,"SUV",15,0,0,"No","No"
"Rain","Rural Road","Dry","Afternoon",1,90,851,3,0,8,8,1,62.40788563,3,1,18,21,"SUV",6,0,0,"Yes","Strong"
